date,company,text,unfair
,티빙,"“회사”는 본 약관에서 정한 바에 따라 계속적, 안정적으로 서비스를 제공할 의무가 있으나 전쟁, 지진, 재난 등 천재지변이나 불가피한 시스템의 고장, 통신서비스 “회사”의 통신 두절 등 불가항력의 사유가 발생한 경우에는 일시적으로 서비스를 중단할 수 있습니다.",FALSE
,티빙,"“회사”는 PG업체의 귀책사유로 “회원”의 티빙캐시 사용에 문제가 발생할 경우 PG업체의 고객지원 업무는 보조하나 이에 대한 법적 책임은 없음을 알려드립니다. “회사”는 티빙캐시와 관련된 전반적인 고객지원 업무를 수행합니다. 단, 다음에 명기된 고객지원 업무는 해당 업체의 책임 하에 진행 되오니 직접 문의하시기 바랍니다. 개별CP또는 PG업체의 연락처는 고객센터 페이지에 별도의 란을 통해 공지합니다.",FALSE
,티빙,“유료회원”은 “회원”이 “회사”가 정한 소정 양식에 따라 요청하는 최소한의 개인 인적 사항을 제공하여 이용신청을 합니다.,FALSE
,티빙,"“유료회원”은 신상정보의 변경이 있을 시, 개인정보변경 메뉴를 통해 직접 수정하여야 하며, 변경을 태만히 함으로써 발생한 손해의 책임은 이용자에게 있습니다.",FALSE
,티빙,“유료회원”은 “회사”의 명시적인 승인 없이 유료서비스를 이용한 어떠한 영리행위도 할 수 없습니다. 만약 “유료회원”의 영리 행위로 인해 “회사” 및 제3자에게 손해가 발생할 경우 “유료회원”이 전적으로 모든 책임을 부담합니다.,FALSE
,티빙,“유료회원”은 티빙캐시를 이용하여 유료 서비스를 이용할 경우 본 약관을 준수하여야 합니다. 만약 “유료회원”이 약관을 위반하는 행위를 할 경우 “회사”는 사전 통지 없이 이용 계약을 해지하거나 또는 유예 기간을 두고 “유료회원”의 서비스 이용을 중지할 수 있습니다.,FALSE
,티빙,"회사는 상당한 이유가 있는 경우에 운영상, 기술상의 필요에 따라 제공하고 있는 “유료 서비스”를 변경할 수 있습니다.",FALSE
,티빙,"회사는 “유료 서비스”의 내용, 이용방법, 이용 시간을 변경할 경우에 변경 사유, 변경될 “유료 서비스”의 내용 및 제공 일자 등을 그 변경 전 7일 이상 해당 “유료 서비스” 초기 화면에 게시합니다.",FALSE
,티빙,본 조 제2항의 경우에 변경된 내용이 중대하거나 유료회원에게 불리한 경우에는 회사가 해당 “유료 서비스”를 제공받는 유료회원에게 개별 통지를 함으로써 명확하게 알립니다. 변경된 서비스에 대한 이용 의사가 없는 유료회원은 서비스 이용 계약을 해지할 수 있습니다.,FALSE
,티빙,"“회사”는 “회원”이 제기하는 의견이나 불만에 대하여 적절하고 신속하게 처리하고, 그 결과를 통지합니다. 다만 신속한 처리가 곤란한 경우에 “회사”는 “회원”에게 그 사유와 처리일정을 통보합니다.",FALSE
,티빙,“회사”는 “회원”이 제기한 의견 등이 정당하지 않음을 이유로 처리하지 않은 경우 이의 사유를 통보합니다.,FALSE
,티빙,“회사”와 “회원” 사이에 분쟁이 발생한 경우 “회사” 또는 “회원”은 콘텐츠산업진흥법 제 30조에 따라 콘텐츠분쟁조정위원회에 분쟁조정을 신청할 수 있습니다.,FALSE
,티빙,"티빙캐시 또는 유료서비스 이용과 관련하여 “회사”와 “회원” 사이에 분쟁이 발생한 경우, “회사”와 “회원”은 분쟁의 해결을 위해 성실히 협의합니다.",FALSE
,티빙,"서비스 이용으로 발생한 분쟁에 관한 소송은 한국에 거주하는 “회원”의 경우, “회원”의 주소를 관할하는 지방법원을 관할법원으로 합니다. “회원”의 주소 또는 거소가 분명하지 않거나 또는 한국 이외의 경우,  민사소송법상의 관할법원으로 합니다.",FALSE
,티빙,"본 약관에 정하지 아니한 사항과 본 약관의 해석에 관하여는 상위 약관인 티빙 서비스 이용약관과 개별 유료서비스 이용약관, 디지털콘텐츠산업진흥법, 전자상거래 등에서의 소비자보호에 관한 법률, 약관의 규제에 관한 법률, 콘텐츠 이용자 보호지침, 기타 관계법령 또는 상관례에 따릅니다.",FALSE
,웨이브,"본 약관은 콘텐츠웨이브 주식회사(이하 회사라 합니다)가 제공하는 유무선 인터넷 관련 서비스를 이용함에 있어 회사와 이용자의 권리, 의무 및 책임사항, 기타 필요한 사항을 규정함을 목적으로 합니다.",FALSE
,웨이브,"wavve란 회사가 재화 또는 용역을 이용자에게 제공하기 위하여 컴퓨터 등 정보통신 설비를 이용하여 재화 또는 용역을 거래할 수 있도록 설정한 가상의 영업장을 말하며, 아울러 서비스를 제공하는 사업자의 의미로도 사용합니다.",FALSE
,웨이브,회사라 함은 콘텐츠 산업과 관련된 경제활동을 영위하는 자로서 콘텐츠 및 제반서비스를 제공하는 자를 말합니다.,FALSE
,웨이브,"서비스라 함은 구현되는 단말기(PC, TV, 휴대형단말기 등의 각종 유무선 장치를 포함)와 상관없이 회원이 이용할 수 있는 wavve 및 wavve 관련 제반 서비스를 의미합니다.",FALSE
,웨이브,회원이라 함은 회사와 이용계약을 체결하고 이용자 아이디(ID)를 부여받은 이용자로서 회사의 정보를 지속적으로 제공 받으며 회사가 제공하는 서비스를 지속적으로 이용할 수 있는 자를 말합니다.,FALSE
,웨이브,"콘텐츠라 함은 정보통신망이용촉진 및 정보보호 등에 관한 법률 제2조 제1항 제1호의 규정에 의한 정보통신망에서 사용되는 부호,문자,음성,음향,이미지 또는 영상 등으로 표현된 자료 또는 정보로서, 그 보존 및 이용에 있어서 효용을 높일 수 있도록 전자적 형태로 제작 또는 처리된 것을 말합니다.",FALSE
,웨이브,이용자라 함은 회사의 사이트에 접속하여 이 약관에 따라 회사가 제공하는 콘텐츠 및 제반서비스를 이용하는 회원 및 비회원을 말합니다.,FALSE
,웨이브,아이디(ID)라 함은 회원의 식별과 서비스이용을 위하여 회원이 정하고 회사가 승인하는 문자 또는 숫자의 조합을 말합니다.,FALSE
,웨이브,비밀번호(PASSWORD)라 함은 회원이 부여받은 아이디(ID)와 일치되는 회원임을 확인하고 비밀보호를 위해 회원 자신이 정한 문자 또는 숫자의 조합을 말합니다.,FALSE
,웨이브,"개인정보란 생존하는 개인에 관한 정보로서 해당 정보에 포함되어 있는 성명, 생년월일 등의사항에 의하여 해당 개인을 식별할 수 있는 정보(해당 정보만으로는 특정 개인을 식별할 수 없더라도 다른 정보와 용이하게 결합하여 식별할 수 있는 것을 포함)를 말합니다.",FALSE
,웨이브,"게시물이란 회원이 서비스를 이용함에 있어 서비스상에 게시한 부호, 문자, 음향, 음성, 화상, 동영상 등의 정보 형태의 글, 사진, 동영상 및 각종 파일과 링크 등을 의미합니다.",FALSE
,웨이브,회원탈퇴란 회원이 wavve서비스의 이용계약을 해지하는 것을 의미합니다.,FALSE
,웨이브,제휴사란 회사와 공동 협력을 통해 회원에게 다양한 서비스와 혜택을 제공하는 제3의 서비스 및 마케팅 협력사를 말합니다.,FALSE
,웨이브,"회사는 이 약관의 내용, 상호, 대표자 성명, 영업소 소재지 주소(소비자의 불만을 처리할 수 있는 곳의 주소를 포함), 전화번호, 모사전송번호, 전자우편주소, 사업자등록번호, 통신판매업 신고번호 및 개인정보관리책임자 등을 이용자가 쉽게 알 수 있도록 온라인 서비스 초기화면에 게시합니다. 다만, 약관은 이용자가 연결화면을 통하여 볼 수 있도록 할 수 있습니다.",FALSE
,웨이브,본 약관은 회사가 서비스 초기 화면을 통하여 게시하거나 전자우편 기타의 방법으로 회원에게 개별 통지함으로써 효력이 발생합니다.,FALSE
,웨이브,"본 약관에 동의하여 회원가입을 완료한 회원은, 회사가 제공하는 모든 서비스를 별도의 추가 가입절차 없이 편리하게 이용할 수 있습니다. 회사가 운영하는 부속사이트를 이용함에 있어 회원과 회사간의 권리, 의무 및 책임사항, 이용조건 및 절차 등은 각 서비스 별 약관이나 세부지침의 규정이 없는 사항은 본 약관의 내용을 따릅니다.",FALSE
,웨이브,"회사는 관련 법령에 반하지 않는 범위 내에서 본 약관의 내용을 변경할 수 있으며, 적용일자 및 개정사유를 명시하여 현행 약관과 함께 그 적용일자 7일 이전부터 적용일자 전일까지 제1항의 방식으로 공지합니다. 다만 회원에게 불리하게 약관 내용을 변경하는 경우에는 개정 약관의 적용일자 30일 전부터 적용일자 전일까지 공지하는 것 외에 전자우편 기타의 전자적 수단을 통해 별도로 통지합니다.",FALSE
,웨이브,전항에 따른 시행일 이후에 서비스를 이용하는 회원은 변경된 약관에 동의한 것으로 간주합니다. 다만 회원은 변경된 약관에 동의하지 않을 경우 이용계약을 해지할 수 있습니다.,FALSE
,웨이브,유료서비스를 이용하는 회원이 본 약관의 개정에 동의하지 아니하여 이용계약을 해지하는 경우에는 별도의 유료서비스 약관에 정한 환불정책을 따릅니다.,FALSE
,웨이브,"회사는 개별 서비스에 대하여 별도의 이용약관 및 정책을 둘 수 있으며, 해당 내용이 본 약관과 상충할 경우에는 개별 서비스에 대한 이용약관 및 정책이 우선하여 적용됩니다.",FALSE
,웨이브,"본 약관에 명시되지 아니한 사항에 대하여는 전기통신기본법, 전기통신사업법, 정보통신망 이용촉진 및 정보보호 등에 관한 법률(이하 '정통망법'), 개인정보보호법, 기타 관련 법령에 따릅니다.",FALSE
,웨이브,회원가입은 이용자가 약관의 내용에 대하여 동의를 하고 회원가입신청을 한 후 회사가 이러한 신청에 대하여 승낙함으로써 체결됩니다.,FALSE
,웨이브,"회사는 상기 이용자의 신청에 대하여 회원가입을 승낙함을 원칙으로 합니다. 다만, 회사는 가입신청자가 이 약관에 의하여 이전에 회원자격을 상실한 적이 있는 경우 승낙을 하지 않을 수 있습니다.",FALSE
,웨이브,"회사는 상기 이용자의 신청에 대하여 회원가입을 승낙함을 원칙으로 합니다. 다만, 회사는 실명이 아니거나 타인의 명의를 이용한 경우 승낙을 하지 않을 수 있습니다.",FALSE
,웨이브,"회사는 상기 이용자의 신청에 대하여 회원가입을 승낙함을 원칙으로 합니다. 다만, 회사는 허위의 정보를 기재하거나, 회사가 제시하는 내용을 기재하지 않은 경우 승낙을 하지 않을 수 있습니다.",FALSE
,웨이브,"회사는 상기 이용자의 신청에 대하여 회원가입을 승낙함을 원칙으로 합니다. 다만, 회사는 이용자의 귀책사유로 인하여 승인이 불가능하거나 기타 규정한 제반 사항을 위반하며 신청하는 경우 승낙을 하지 않을 수 있습니다.",FALSE
,웨이브,"회사는 서비스 관련 설비의 여유가 없거나, 기술상 또는 업무상 문제가 있는 경우에는 승낙을 유보할 수 있습니다.",FALSE
,웨이브,"제2항에 따라 회원가입신청의 승낙을 하지 아니하거나 유보한 경우, 회사는 이를 신청자에게 알려야 합니다. 회사의 귀책사유 없이 신청자에게 통지할 수 없는 경우에는 예외로 합니다.",FALSE
,웨이브,회원가입계약의 성립 시기는 회사의 승낙이 이용자에게 도달한 시점으로 합니다.,FALSE
,웨이브,만 14세 미만의 이용자는 개인정보의 수집 및 이용목적에 대하여 충분히 숙지하고 부모 등 법정대리인의 동의를 얻은 후에 회원가입을 신청하고 본인의 개인정보를 제공하여야 합니다.,FALSE
,웨이브,"회사는 부모 등 법정대리인의 동의에 대한 확인절차를 거치지 않은 14세 미만 이용자에 대하여는 가입을 취소 또는 불허합니다.만 14세 미만이용자의 부모 등 법정대리인은 아동에 대한 개인정보의 열람, 정정, 갱신을 요청하거나 회원가입에 대한 동의를 철회할 수 있으며, 이러한 경우에 회사는 지체 없이 필요한 조치를 취해야 합니다.",FALSE
,웨이브,"단, 만 14세 미만의 이용자에 대하여 2020. 8. 14부터 잠정적으로 정책 변경 및 기능 개선 시점까지 신규 회원 가입을 중단합니다.",FALSE
,웨이브,"회원은 개인정보 관리 화면을 통하여 언제든지 본인의 개인정보를 열람하고 수정할 수 있습니다. 다만 서비스의 관리 및 유지를 위하여 필요한 실명, 생년월일,아이디(ID) 등 일부 정보는 임의로 수정할 수 없습니다.",FALSE
,웨이브,회원은 회원가입신청 시 기재한 사항이 변경되었을 경우 온라인으로 수정을 하거나 전자우편 기타 방법으로 회사에 대하여 그 변경사항을 알려야 합니다.,FALSE
,웨이브,제2항의 변경사항을 회사에 알리지 않아 발생한 불이익에 대하여 회사는 책임지지 않습니다.,FALSE
,웨이브,"회원의 아이디(ID)와 비밀번호에 관한 관리책임은 회원에게 있으며, 이를 제3자가 이용하도록 하여서는 안 됩니다.",FALSE
,웨이브,회원은 아이디(ID) 및 비밀번호가 도용되거나 제3자에 의해 사용되고 있음을 인지한 경우에는 이를 즉시 회사에 통지하고 회사의 안내에 따라야 합니다.,FALSE
,웨이브,"제2항의 경우에 해당 회원이 회사에 그 사실을 통지하지 않거나, 통지한 경우에도 회사의 안내에 따르지 않아 발생한 불이익에 대하여 회사는 책임지지 않습니다.",FALSE
,웨이브,회사는 이용자의 콘텐츠이용에 필요한 최소한의 정보를 수집할 수 있습니다. 이를 위해 회사가 문의한 사항에 관해 이용자는 진실한 내용을 성실하게 고지하여야 합니다.,FALSE
,웨이브,회사가 이용자의 개인 식별이 가능한 개인정보를 수집하는 때에는 당해 이용자의 동의를 받습니다.,FALSE
,웨이브,"회사는 이용자가 이용신청 등에서 제공한 정보와 제1항에 의하여 수집한 정보를 당해 이용자의 동의 없이 목적 외로 이용하거나 제3자에게 제공할 수 없으며, 이를 위반한 경우에 모든 책임은 회사가 집니다. 다만, 통계작성, 학술연구 또는 시장조사를 위하여 필요한 경우로서 특정 개인을 식별할 수 없는 형태로 제공하는 경우에는 예외로 합니다.",FALSE
,웨이브,"회사는 이용자가 이용신청 등에서 제공한 정보와 제1항에 의하여 수집한 정보를 당해 이용자의 동의 없이 목적 외로 이용하거나 제3자에게 제공할 수 없으며, 이를 위반한 경우에 모든 책임은 회사가 집니다. 다만, 콘텐츠 제공에 따른 요금정산을 위하여 필요한 경우에는 예외로 합니다.",FALSE
,웨이브,"회사는 이용자가 이용신청 등에서 제공한 정보와 제1항에 의하여 수집한 정보를 당해 이용자의 동의 없이 목적 외로 이용하거나 제3자에게 제공할 수 없으며, 이를 위반한 경우에 모든 책임은 회사가 집니다. 다만, 도용방지를 위하여 본인확인에 필요한 경우에는 예외로 합니다.",FALSE
,웨이브,"회사는 이용자가 이용신청 등에서 제공한 정보와 제1항에 의하여 수집한 정보를 당해 이용자의 동의 없이 목적 외로 이용하거나 제3자에게 제공할 수 없으며, 이를 위반한 경우에 모든 책임은 회사가 집니다. 다만, 약관의 규정 또는 법령에 의하여 필요한 불가피한 사유가 있는 경우에는 예외로 합니다.",FALSE
,웨이브,"회사가 제2항과 제3항에 의해 이용자의 동의를 받아야 하는 경우에는개인정보의 수집목적 및 이용목적, 제3자에 대한 정보제공관련사항(제공받는 자, 제공목적 및 제공할 정보의 내용)등에 관하여 정보통신망이용촉진 및 정보보호 등에 관한 법률 제22조 제2항이 규정한 사항을 명시하고 고지하여야 합니다.",FALSE
,웨이브,이용자는 언제든지 제3항의 동의를 임의로 철회할 수 있습니다.,FALSE
,웨이브,"이용자는 언제든지 회사가 가지고 있는 자신의 개인정보에 대해 열람 및 오류의 정정을 요구할 수 있으며, 회사는 이에 대해 지체 없이 필요한 조치를 취할 의무를 집니다. 이용자가 오류의 정정을 요구한 경우에는 회사는 그 오류를 정정할 때까지 당해 개인정보를 이용하지 않습니다.",FALSE
,웨이브,"회사는 개인정보보호를 위하여 관리자를 한정하여 그 수를 최소화하며, 신용카드, 은행계좌 등을 포함한 이용자의 개인정보의 분실, 도난, 유출, 변조 등으로 인한 이용자의 손해에 대하여 책임을 집니다.",FALSE
,웨이브,"회사 또는 그로부터 개인정보를 제공받은 자는 이용자가 동의한 범위 내에서 개인정보를 사용할 수 있으며, 목적이 달성된 경우에는 당해 개인정보를 지체 없이 파기합니다.",FALSE
,웨이브,회사는 정보통신망이용촉진 및 정보보호에 관한 법률 등 관계 법령이 정하는 바에 따라 이용자의 개인정보를 보호하기 위해 노력합니다. 개인정보의 보호 및 사용에 대해서는 관련법령 및 회사의 개인정보보호정책이 적용됩니다.,FALSE
,웨이브,회사는 특별한 사정이 없는 한 회원이 서비스 이용을 신청한 날에 서비스를 이용할 수 있도록 합니다.,FALSE
,웨이브,"회사는 본 약관에서 정한 바에 따라 계속적이고 안정적인 서비스의 제공을 위하여 지속적으로 노력하며, 설비에 장애가 생기거나 멸실된 때에는 지체 없이 이를 수리 복구하여야 합니다. 다만, 천재지변, 비상사태 또는 그 밖에 부득이한 경우나 회사의 사정상 서비스 제공이 곤란한 경우에는 그 서비스를 일시 중단하거나 중지할 수 있습니다.",FALSE
,웨이브,회사는 회원으로부터 소정의 절차에 의해 제기되는 의견이나 불만이 정당하다고 인정할 경우에는 적절한 절차를 거쳐 처리하여야 합니다. 처리시 일정 기간이 소요될 경우 회원에게 그 사유와 처리 일정을 알려주어야 합니다.,FALSE
,웨이브,회사는 회원의 프라이버시 보호와 관련하여 본 약관 및 기타 법령에 정한 개인정보의 보호에 관한 규정들을 준수합니다.,FALSE
,웨이브,"회사는 이용계약의 체결, 계약사항의 변경 및 해지 등 이용자와의 계약 관련 절차 및 내용 등에 있어 이용자에게 편의를 제공하도록 노력합니다.",FALSE
,웨이브,회사는 서비스 내용별로 이용가능 기간을 정할 수 있으며 이 경우 서비스를 통해 사전 공지합니다.,FALSE
,웨이브,"회원은 관련 법령, 본 약관의 각 규정, 이용안내 및 서비스와 관련하여 공지하거나 통지한 주의사항 등을 준수하여야 하며, 기타 회사의 업무에 방해되는 행위를 하여서는 아니됩니다.",FALSE
,웨이브,회원은 내용별로 회사가 서비스 공지사항에 게시하거나 별도로 공지한 이용제한 사항을 준수하여야 합니다.,FALSE
,웨이브,"회원은 회사의 사전승낙 없이는 서비스를 이용하여 영업 기타 영리적 목적의 활동을 할 수 없으며, 그 영업활동의 결과와 회원이 약관에 위반한 영업활동을 하여 발생한 결과에 대하여 회사는 책임을 지지 않습니다. 회원은 이와 같은 영업활동으로 회사가 손해를 입은 경우 회사에 대하여 손해배상 의무를 집니다.",FALSE
,웨이브,"회원은 회사의 명시적인 동의가 없는 한 서비스의 이용권한, 기타 이용계약상의 지위를 타인에게 양도, 증여할 수 없으며, 이를 담보로 제공할 수 없습니다.",FALSE
,웨이브,회원은 서비스 이용과 관련하여 신청 또는 변경 시 허위내용의 기재 행위를 하여서는 안됩니다.,FALSE
,웨이브,회원은 서비스 이용과 관련하여 타인의 정보도용는 행위를 하여서는 안됩니다.,FALSE
,웨이브,회원은 서비스 이용과 관련하여 회사에 게시된 정보의 변경 행위를 하여서는 안됩니다.,FALSE
,웨이브,회원은 서비스 이용과 관련하여 회사가 금지한 정보(컴퓨터 프로그램 등)의 송신 또는 게시 행위를 하여서는 안됩니다.,FALSE
,웨이브,회원은 서비스 이용과 관련하여 회사”와 기타 제3자의 저작권 등 지적재산권에 대한 침해 행위를 하여서는 안됩니다.,FALSE
,웨이브,회원은 서비스 이용과 관련하여 회사 및 기타 제3자의 명예를 손상시키거나 업무를 방해하는 행위 행위를 하여서는 안됩니다.,FALSE
,웨이브,"회원은 서비스 이용과 관련하여 외설 또는 폭력적인 말이나 글, 화상, 음향, 기타 공서양속에 반하는 정보를 회사의 사이트에 공개 또는 게시하는 행위 행위를 하여서는 안됩니다.",FALSE
,웨이브,회원은 서비스 이용과 관련하여 기타 불법적이거나 부당한 행위 행위를 하여서는 안됩니다.,FALSE
,웨이브,"회원은 관계법령, 이 약관의 규정, 이용안내 및 콘텐츠와 관련하여 공지한 주의사항, 회사가 통지하는 사항 등을 준수하여야 하며, 기타 회사의 업무에 방해되는 행위를 하여서는 안 됩니다.",FALSE
,웨이브,"회사는 회원에게 TV 및 라디오 방송 콘텐츠 기반 서비스(VOD, AOD, “ON-AIR”, Text등)를 제공합니다.",FALSE
,웨이브,회사는 회원에게 SNS 연동 등의 커뮤니케이션 서비스를 제공합니다.,FALSE
,웨이브,회사는 회원에게 기타 회사가 추가로 고안하거나 다른 회사와의 제휴계약 등을 통해 회원에게 제공하는 일체의 서비스를 제공합니다.,FALSE
,웨이브,"서비스의 이용은 회사의 업무상 또는 기술상 특별한 지장이 없는 한 연중무휴 1일 24시간 가능함을 원칙으로 합니다. 다만, 정기 점검 등의 필요로 회사가 정한 날이나 시간은 그러하지 않습니다.",FALSE
,웨이브,회사는 서비스를 일정범위로 분할하여 각 범위 별로 이용가능 시간을 별도로 정할 수 있습니다. 이 경우 사전에 공지를 통해 그 내용을 알립니다.,FALSE
,웨이브,"회사는 컴퓨터 등 정보통신설비의 보수점검, 교체 및 고장, 통신두절 또는 운영상 상당한 이유가 있는 경우 서비스의 제공을 일시적으로 중단할 수 있습니다. 이 경우 회사는 본 약관상 정한 방법에 따라 회원에게 통지하되, 회사가 사전에 통지할 수 없는 부득이한 사유가 있는 경우에는 사후에 통지할 수 있습니다.",FALSE
,웨이브,"회사는 서비스의 제공에 필요한 경우 정기점검을 실시할 수 있으며, 정기점검시간은 서비스제공화면에 공지한 바에 따릅니다.",FALSE
,웨이브,회사는 운영상ㆍ기술상의 필요에 따라 제공하고 있는 서비스의 전부 또는 일부를 변경할 수 있습니다.,FALSE
,웨이브,"서비스의 내용, 이용방법, 이용시간에 대하여 변경이 있는 경우에는 변경사유, 변경될 서비스의 내용 및 제공일자 등을 그 변경 전 7일 이상 해당 서비스 초기 화면에 게시합니다.",FALSE
,웨이브,회사는 무료로 제공되는 서비스의 일부 또는 전부를 회사의 정책 및 운영의 필요에 따라 수정하거나 중단 또는 변경할 수 있습니다.,FALSE
,웨이브,회사는 회원이 서비스 이용을 위하여 필요하다고 인정되는 다양한 정보를 공지사항이나 전자우편 등의 방법으로 회원에게 제공할 수 있습니다.,FALSE
,웨이브,"회사는 회원에게 편리하고 다양한 서비스를 제공하기 위하여 관련 법령이 정한 절차와 제한 범위 내에서 회원으로부터 수집한 개인정보를 이용하여 회사가 제공하는 각종 서비스에 대한 정보, 광고, 타사의 상품이나 서비스, 이벤트 등에 대한 광고를 회사가 직접 또는 제휴사와 함께 전자우편, DM(우편) 등의 방법으로 광고하거나 제공할 수 있습니다. 이 경우 회원은 관련 법에 따른 거래 관련 정보 및 고객 문의 등에 대한 답변 등을 제외하고는 언제든지 전자우편 등에 대해서 서비스 및 광고를 거절할 수 있습니다.",FALSE
,웨이브,"회사는 서비스에 관한 정보 등의 기타 마케팅 및 홍보활동을 함에 있어 TM(텔레마케팅), SMS(핸드폰 문자메세지) 및 모사 전송기기에 의하여 그 정보를 회원에게 전송하고자 하는 경우, 회원의 사전 동의를 받아 전송합니다. 다만 회원의 거래 관련 정보 및 고객문의 등에 대한 답변은 그렇지 아니합니다.",FALSE
,웨이브,"회사는 서비스의 운영과 관련하여 서비스 화면, 홈페이지, 전자우편 등에 광고를 게재할 수 있으며, 광고가 게재된 전자우편 등을 수신한 회원은 수신거절을 할 수 있습니다.",FALSE
,웨이브,기타 회원의 정보 제공 및 이용에 관한 세부 사항은 회사가 정하는 개인정보보호정책에 정한 바를 따릅니다.,FALSE
,웨이브,회사가 제공하는 서비스는 무료서비스와 유료서비스가 있습니다. 회사 및 제휴사가 제공하는 별도의 유료정보에 대해서는 해당 정보에 명시된 요금을 지불하여야 사용 가능합니다.,FALSE
,웨이브,회사가 제공하는 유료서비스를 이용하고자 하는 회원은 본 약관에서 정의하고 있는 유료서비스 이용약관에 동의하고 회사에 이용요금(또는 회비)를 납부하여야 합니다.,FALSE
,웨이브,"회사는 게시판에 정보통신망이용촉진 및 정보보호 등에 관한 법률을 위반한청소년유해매체물이 게시되어 있는 경우에는 이를 지체 없이 삭제 합니다. 다만, 19세 이상의 이용자만 이용할 수 있는 게시판은 예외로 합니다.",FALSE
,웨이브,회사가 운영하는 게시판 등에 게시된 정보로 인하여 법률상 이익이 침해된 자는 회사에게 당해 정보의 삭제 또는 반박내용의 게재를 요청할 수 있습니다. 이 경우 회사는 지체 없이 필요한 조치를 취하고 이를 즉시 신청인에게 통지합니다.,FALSE
,웨이브,회사가 작성한 저작물에 대한 저작권 기타 지적재산권은 회사에 귀속합니다.,FALSE
,웨이브,회사가 제공하는 서비스 중 제휴계약에 의해 제공되는 저작물에 대한 저작권 기타 지적재산권은 해당 제공업체에 귀속합니다.,FALSE
,웨이브,"이용자는 회사가 제공하는 서비스를 이용함으로써 얻은 정보 중 회사 또는 제공업체에 지적재산권이 귀속된 정보를 회사 또는 제공업체의 사전승낙 없이 복제, 전송, 출판, 배포, 방송 기타 방법에 의하여 영리 혹은 비영리 목적으로 이용하거나 제3자에게 이용하게 하여서는 안 됩니다.",FALSE
,웨이브,회사는 약정에 따라 이용자의 저작물을 사용하는 경우 당해 이용자의 허락을 받습니다.,FALSE
,웨이브,"회사는 회원이 서비스 이용 중 필요하다고 인정되는 다양한 정보를 공지사항이나 전자우편, SMS, 모바일 알림기능 등의 방법으로 회원에게 제공할 수 있습니다.",FALSE
,웨이브,제1항의 정보를 전화 및 모사전송기기에 의하여 전송하려고 하는 경우에는 회원의 사전 동의를 받아서 전송합니다.,FALSE
,웨이브,"회사는 서비스제공과 관련하여 유료서비스화면, 홈페이지, 전자우편 등에 광고를 게재할 수 있습니다. 광고가 게재된 전자우편 등을 수신한 회원은 수신거절을 회사에게 할 수 있습니다.",FALSE
,웨이브,"회원은 회사의 권한 있는 사원이 서명한 명시적인 서면을 통하여 구체적으로 허용된 경우를 제외하고는 서비스를 이용하여 상품 등을 판매하는 영업활동을 할 수 없으며 특히 해킹, 돈벌이 광고, 음란 사이트 등을 통한 상업행위, 상용S/W 불법배포 등을 할 수 없습니다. 이를 어기고 발생한 영업활동의 결과 및 손실, 관계기관에 의한 구속 등 법적 조치 등에 관해서 회사는 책임을 지지 않습니다.",FALSE
,웨이브,무료 서비스의 경우 회사는 회사의 필요에 따라 서비스의 전부 또는 일부를 수정 하거나 중지할 수 있습니다.,FALSE
,웨이브,회사는 서비스용 설비의 보수 등 공사로 인한 부득이한 경우우 서비스 제공을 중지할 수 있습니다.,FALSE
,웨이브,회사는 전기통신사업법에 규정된 기간통신사업자가 전기통신 서비스를 중지했을 경우 서비스 제공을 중지할 수 있습니다.,FALSE
,웨이브,회사는 회사의 사정에 의하여 서비스 제공이 곤란한 경우나 불가항력적 사유가 있는 경우 서비스 제공을 중지할 수 있습니다.,FALSE
,웨이브,"회사는 국가비상사태, 정전, 서비스 설비의 장애 또는 서비스 이용의 폭주 등으로 정상적인 서비스 이용에 지장이 있는 때에는 서비스의 전부 또는 일부를 제한하거나 중지할 수 있습니다.",FALSE
,웨이브,회원은 회사에 언제든지 탈퇴를 요청할 수 있으며 회사는 즉시 회원탈퇴를 처리합니다.,FALSE
,웨이브,"“MY>정보수정>회원탈퇴”에서 언제든지 탈퇴를 요청할 수 있으며, 고객센터 e-mail, 전화 등으로 연락하시면 신속하게 개인정보의 삭제 등 필요한 조치를 합니다.",FALSE
,웨이브,"회원탈퇴 시 개인정보는 “개인정보 취급방침”에 따라 관리/삭제 조치되며, 보유 이용권과 쿠폰 모두 삭제됩니다.",FALSE
,웨이브,회원탈퇴 후 다시 신규회원으로 바로 가입 가능합니다.,FALSE
,웨이브,"회원이 가입신청 시에 허위내용을 등록한 경우, 회사는 회원자격을 제한 및 정지시킬 수 있습니다",FALSE
,웨이브,"회원이 회사의 서비스이용대금, 기타 회사의 서비스이용에 관련하여 회원이 부담하는 채무를 기일에 이행하지 않는 경우, 회사는 회원자격을 제한 및 정지시킬 수 있습니다",FALSE
,웨이브,"회원이 다른 사람의 회사의 서비스 이용을 방해 하거나 그 정보를 도용하는 등 전자 상거래 질서를 위협하는 경우, 회사는 회원자격을 제한 및 정지시킬 수 있습니다",FALSE
,웨이브,"회원이 회사를 이용하여 법령 또는 이 약관이 금지하거나 공서양속에 반하는 행위를 하는 경우, 회사는 회원자격을 제한 및 정지시킬 수 있습니다",FALSE
